NAME,1,2,3,4,5,6,7,8,9,10,11,12
"ABRAHAM 2.5 N, UT US",,,,,,,,,,,,
"AGUA CANYON, UT US",30.01875,30.31875,36.23125,41.44375,49.16875,61.475,65.50625,63.63529411764706,57.629411764705885,45.90588235294118,37.523529411764706,28.929411764705883
"ALLEN S RANCH, UT US",26.28333333333333,31.8,39.971428571428575,46.916666666666664,55.6125,64.28,71.2,69.8,59.4,47.1,34.06666666666666,26.619999999999997
"ALPINE, UT US",30.789285714285715,34.45517241379311,42.98518518518518,48.573913043478264,57.1625,67.27391304347826,74.3,72.38666666666667,64.33181818181818,51.18260869565218,40.03333333333333,30.62
"ALTA, UT US",22.736666666666668,22.55483870967742,28.35666666666667,33.37241379310345,43.234482758620686,53.526666666666664,61.73571428571428,60.05333333333333,52.107142857142854,40.0551724137931,29.3,22.05
"ALTAMONT, UT US",20.428571428571427,24.679310344827588,35.87241379310345,42.748275862068965,51.92333333333333,61.34827586206896,68.75333333333333,66.76071428571429,58.172413793103445,45.15555555555556,32.24285714285714,20.90357142857143
"ALTON, UT US",29.573333333333334,31.070967741935487,38.019354838709674,44.59032258064516,52.377419354838715,61.983333333333334,68.32333333333332,66.66206896551725,59.62,48.57741935483871,37.686206896551724,29.2
"AMERICAN FORK 1.1 ESE, UT US",,,,,,,,,,,,
"AMERICAN FORK 1.4 NW, UT US",,,,,,,,,,,,
"ANETH PLANT, UT US",27.6,39.05,49.75,56.4,67.4,77.6,84.7,82.1,72.8,59.3,48.5,32.7
"ANGLE, UT US",25.252,29.695999999999998,36.78076923076923,42.76923076923077,51.5625,60.065384615384616,66.5,64.48928571428571,56.45925925925926,45.589285714285715,34.251724137931035,24.504347826086956
"AQUA CANYON BRYCE CANYON NP., UT US",29.075,29.50689655172414,35.19310344827586,40.329629629629636,49.6,60.957142857142856,66.31111111111112,64.25714285714285,57.214814814814815,45.411111111111104,34.99310344827586,27.90740740740741
"ARAGONITE UTAH, UT US",31.676,35.312,43.52,49.34347826086957,58.9304347826087,70.79130434782608,81.09583333333333,78.208,67.82916666666667,53.611999999999995,40.884,31.232
"ARCHES NATIONAL PARK HQS, UT US",32.0,39.266666666666666,49.63928571428572,56.449999999999996,65.85,77.7103448275862,84.27666666666667,81.57,72.27,58.03793103448275,43.85333333333333,32.57857142857143
"ASSAY HATCH 10 SW, UT US",28.932142857142857,29.624137931034483,35.85357142857143,42.2,50.3,60.74814814814815,66.21379310344828,64.44074074074075,57.4,46.53666666666666,35.385185185185186,28.05925925925926
"BADGER SPRING IVINS 14 W UTAH, UT US",45.225806451612904,47.17333333333333,53.34666666666667,59.68666666666666,69.63666666666667,80.58965517241379,86.31666666666666,84.63333333333334,77.77666666666667,65.07333333333334,52.800000000000004,44.28666666666666
"BARNEY RESERVOIR ESCALANTE 1, UT US",31.583333333333332,38.016666666666666,45.825,53.339999999999996,61.379999999999995,70.7,77.3,75.38,66.65,53.225,39.42,32.160000000000004
"BARTHOLOMEW POWERHOU, UT US",,,,,,,,,,,,
"BEAR LAKE STATE PARK, UT US",26.427272727272726,25.892857142857142,34.53333333333333,43.23571428571428,51.83636363636364,60.73333333333334,69.31,67.625,59.190909090909095,48.31111111111111,35.4625,27.083333333333332
"BEAR RIVER BAY, UT US",29.0,32.65,46.166666666666664,50.76666666666667,65.4,69.36666666666666,70.3,71.0,66.1,52.43333333333334,33.85,29.3
"BEAR RIVER CITY 2.3 WNW, UT US",,,,,,,,,,,,
