NAME,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022
"ABRAHAM 2.5 N, UT US",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"AGUA CANYON, UT US",,,,,,,,,,,,,,,54.42,56.81666666666666,55.025,54.525,53.35833333333333,53.5,56.083333333333336,53.94166666666666,55.96666666666667,55.050000000000004,55.61666666666667,56.65,55.88333333333333,53.30833333333334,56.89166666666667,56.14166666666667,55.25833333333333
"ALLEN S RANCH, UT US",61.65,56.29999999999999,61.625,64.18333333333334,61.5,64.55,58.06666666666666,65.77499999999999,63.114285714285714,69.96666666666667,,,,,,,,,,,,,,,,,,,,,
"ALPINE, UT US",,69.175,66.20833333333333,63.160000000000004,64.05833333333332,60.39,58.35555555555556,63.35555555555556,62.41428571428571,60.8875,58.0,60.012499999999996,60.54545454545455,61.25555555555555,61.839999999999996,62.022222222222226,63.61818181818182,61.09166666666667,57.470000000000006,61.15,65.675,61.324999999999996,64.45,65.45833333333333,64.70833333333333,64.80833333333334,64.66666666666667,62.23333333333333,65.25,65.34166666666667,64.09166666666667
"ALTA, UT US",49.333333333333336,46.725,50.09090909090909,48.48333333333333,48.791666666666664,48.39166666666667,46.5,48.68333333333334,48.675000000000004,49.46363636363637,47.791666666666664,49.21666666666667,49.345454545454544,48.625,47.92727272727273,51.36,44.372727272727275,47.63333333333333,40.644444444444446,44.50909090909091,50.699999999999996,47.666666666666664,48.81666666666666,50.550000000000004,50.18333333333334,50.4,49.550000000000004,46.85,49.6,49.025,47.709090909090904
"ALTAMONT, UT US",59.50833333333333,54.30833333333334,57.99090909090909,57.75833333333333,57.708333333333336,55.09166666666667,56.69166666666667,61.400000000000006,,65.46666666666667,57.5,58.050000000000004,56.84166666666667,58.199999999999996,56.58181818181818,58.76666666666667,59.06363636363637,57.11666666666667,55.06363636363637,54.291666666666664,61.46666666666667,55.64166666666667,58.58181818181818,59.525,59.3875,59.63333333333333,58.75833333333333,54.59166666666667,56.9,57.916666666666664,57.800000000000004
"ALTON, UT US",59.46666666666667,53.8,63.77272727272727,62.25,63.275000000000006,60.949999999999996,58.85,63.03333333333333,58.85,62.73333333333333,63.35833333333333,63.90833333333333,60.916666666666664,61.675000000000004,62.416666666666664,64.35833333333333,62.61818181818182,62.21666666666667,62.71818181818182,60.81666666666666,63.708333333333336,61.666666666666664,63.38333333333333,64.57272727272726,63.333333333333336,64.24166666666666,64.08333333333333,60.291666666666664,64.66666666666667,64.25,61.791666666666664
"AMERICAN FORK 1.1 ESE, UT US",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"AMERICAN FORK 1.4 NW, UT US",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"ANETH PLANT, UT US",,57.35,,,,,,,,,,,,,,78.59,43.55,,,,,,,,,,,,,,
"ANGLE, UT US",61.972727272727276,61.44166666666666,63.416666666666664,63.6,64.35833333333333,61.88333333333333,61.791666666666664,64.5,64.78333333333333,65.60000000000001,66.74545454545455,66.91818181818182,63.26666666666667,59.972727272727276,65.52000000000001,63.083333333333336,63.31818181818182,60.85,56.7125,60.57777777777778,65.53999999999999,56.93333333333334,63.300000000000004,61.86,66.52222222222223,64.61666666666666,63.88333333333333,60.13333333333333,64.11666666666666,63.875,61.35454545454545
"AQUA CANYON BRYCE CANYON NP., UT US",50.42222222222222,55.05833333333334,56.11666666666667,57.154545454545456,57.63333333333334,,55.2,55.63333333333333,56.09166666666667,54.80833333333334,55.25833333333333,56.88333333333333,54.050000000000004,54.975,56.50833333333333,58.38333333333333,55.958333333333336,55.68333333333334,54.65,54.44166666666666,56.24166666666667,53.699999999999996,55.69166666666666,54.6,55.50833333333333,56.541666666666664,55.708333333333336,55.52222222222222,57.51666666666667,39.733333333333334,55.68333333333334
"ARAGONITE UTAH, UT US",,,,,,76.88333333333334,64.425,64.43333333333334,65.84166666666667,65.18333333333334,63.64166666666666,65.88333333333334,62.89166666666667,63.449999999999996,64.625,64.28181818181818,63.333333333333336,63.208333333333336,62.4,61.81666666666666,65.625,60.449999999999996,64.19166666666666,64.45,64.0,64.0,63.958333333333336,61.333333333333336,65.35000000000001,45.5,63.44166666666666
"ARCHES NATIONAL PARK HQS, UT US",70.575,69.93333333333334,73.10833333333333,72.97500000000001,73.05,70.86666666666666,71.825,72.78333333333333,73.06666666666666,73.675,73.60833333333333,74.5,70.91666666666667,72.375,71.49166666666666,72.75,70.34166666666667,62.233333333333334,68.375,68.81666666666666,72.89166666666667,67.42727272727274,70.81666666666666,71.45833333333333,74.01818181818182,71.03636363636363,74.65454545454546,72.22727272727273,69.12,81.4,71.8
"ASSAY HATCH 10 SW, UT US",61.35555555555556,52.175,54.13636363636363,55.31666666666667,58.61818181818182,55.71666666666667,49.6,70.675,58.225,57.99166666666667,58.800000000000004,59.48333333333334,56.833333333333336,58.13333333333333,58.38333333333333,60.42727272727273,58.5,58.46666666666667,57.55833333333334,57.458333333333336,60.81666666666667,57.574999999999996,58.93333333333333,58.225,58.699999999999996,60.01666666666667,59.458333333333336,56.025,60.199999999999996,41.56666666666667,58.1
"BADGER SPRING IVINS 14 W UTAH, UT US",72.54166666666667,71.25,72.91666666666667,72.71666666666667,73.49166666666666,72.16666666666667,69.45833333333333,72.47500000000001,72.52499999999999,73.5,74.33636363636364,73.55833333333334,72.34444444444445,71.79166666666667,72.45833333333333,73.91666666666667,72.47500000000001,73.02499999999999,71.56666666666666,71.55833333333334,73.04166666666667,71.70833333333333,73.51666666666667,73.19166666666666,73.2,74.05833333333334,73.83333333333333,70.45,74.45,55.0,72.41666666666667
"BARNEY RESERVOIR ESCALANTE 1, UT US",63.129999999999995,63.35,67.26666666666667,68.45,69.71666666666667,46.1,,,,,,,,,,,,,,,,,,,,,,,,,
"BARTHOLOMEW POWERHOU, UT US",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"BEAR LAKE STATE PARK, UT US",64.75555555555555,44.93333333333334,59.82000000000001,39.1,44.1,43.8,48.01666666666667,49.166666666666664,53.31428571428571,35.4,51.05,,51.35,54.114285714285714,63.4125,56.175,43.25,63.050000000000004,60.4,63.24285714285714,60.220000000000006,57.425000000000004,57.666666666666664,58.458333333333336,58.09166666666667,81.9,80.19999999999999,63.85,75.16666666666667,,
"BEAR RIVER BAY, UT US",53.8375,57.65833333333333,60.228571428571435,38.2,48.85,,,,,,,,,,,,,,,,,,,,,,,,,,
"BEAR RIVER CITY 2.3 WNW, UT US",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"BEAR RIVER RANGER STATION, UT US",,,,,,,,,,,,,,,,,,,,,,52.675000000000004,52.916666666666664,54.15833333333333,54.05833333333334,54.0,53.699999999999996,51.44166666666667,53.86666666666667,53.76666666666667,52.5
"BEAR RIVER UTAH, UT US",,,,,,,,60.68333333333333,54.64166666666667,55.19166666666666,54.041666666666664,55.06666666666666,52.99166666666667,54.13333333333333,54.074999999999996,58.025,52.0,52.65833333333333,53.475,52.708333333333336,56.26666666666667,48.785714285714285,54.03333333333333,55.300000000000004,55.00833333333333,54.68333333333334,54.46666666666667,52.199999999999996,54.96666666666667,37.800000000000004,53.53333333333333
"BEAVER 0.5 WNW, UT US",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"BEAVER 0.8 E, UT US",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"BEAVER 15 E, UT US",,,,,,,,,,,,,,,,,,,,35.13333333333333,45.475,43.31666666666666,35.68,,,,,,,,
"BEAVER CANYON POWER HOUSE, UT US",,,,,,61.733333333333334,59.58181818181818,61.40833333333333,65.02000000000001,63.589999999999996,63.92999999999999,62.54545454545455,58.528571428571425,60.25833333333333,57.599999999999994,66.26666666666667,68.06,63.728571428571435,63.199999999999996,58.614285714285714,70.7,62.333333333333336,57.8375,72.825,58.21666666666667,56.98888888888889,58.175000000000004,52.58,59.708333333333336,57.642857142857146,
"BEAVER DAMS, UT US",,,,,,,,,,,,,50.025,55.92727272727273,55.208333333333336,55.99166666666667,54.01666666666667,54.86666666666667,54.525000000000006,53.85,56.88333333333333,54.324999999999996,56.13333333333333,56.775,56.85833333333333,56.80833333333334,56.64166666666667,54.199999999999996,56.98333333333333,56.574999999999996,55.75
"BEAVER DIVIDE, UT US",51.445454545454545,52.48181818181818,58.17,52.099999999999994,52.300000000000004,51.15833333333333,50.90833333333333,52.416666666666664,52.699999999999996,50.62222222222223,53.525,54.35833333333334,53.53333333333333,55.025,54.775,54.6,50.26666666666667,51.09166666666667,51.65,50.68333333333334,54.416666666666664,51.74166666666667,52.73333333333334,54.0,54.03333333333333,53.78333333333333,53.53333333333333,51.10833333333333,54.9,53.63333333333333,52.375
"BEN LOMOND PEAK, UT US",51.025,41.471428571428575,56.455555555555556,49.69166666666666,49.875,49.074999999999996,48.99166666666667,50.925000000000004,50.96666666666667,51.800000000000004,50.10833333333333,51.425000000000004,51.77272727272727,50.699999999999996,50.80833333333334,51.75833333333333,49.09166666666667,49.36666666666667,49.416666666666664,48.13333333333333,52.083333333333336,50.425000000000004,50.90833333333333,52.425000000000004,51.949999999999996,51.725,51.61666666666667,48.94166666666667,51.16363636363636,52.0,51.041666666666664
"BEN LOMOND TRAIL, UT US",,,,,,,,,,,,,60.857142857142854,56.06666666666666,55.85833333333333,57.49166666666667,55.025,54.708333333333336,55.05833333333334,53.75,58.083333333333336,55.36666666666667,56.833333333333336,57.74166666666667,57.40833333333333,57.225,57.65,54.625,57.35,58.125,56.30833333333334
"BENSON 1.0 SSW, UT US",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"BEVANS CABIN, UT US",,,,,,,,,,,,,,,,,,,,,,59.31999999999999,57.125,57.541666666666664,57.916666666666664,57.166666666666664,57.28333333333333,54.86666666666667,57.38333333333333,58.05833333333334,56.25
"BIG FLAT, UT US",46.936363636363645,45.47777777777778,47.03636363636363,44.96666666666667,43.77272727272727,44.791666666666664,43.449999999999996,45.93333333333334,46.225,45.949999999999996,45.74166666666667,53.1125,45.35,46.199999999999996,46.35,47.449999999999996,45.93333333333334,46.14166666666666,45.78333333333333,45.416666666666664,47.60833333333333,45.80833333333334,47.18333333333334,48.40833333333333,49.51666666666667,50.01666666666667,49.49166666666667,47.60833333333333,50.61666666666667,49.583333333333336,48.84166666666667
"BIG INDIAN VALLEY LASAL 6 S U, UT US",59.96666666666667,58.37777777777777,61.541666666666664,61.041666666666664,61.833333333333336,59.81666666666666,60.38333333333333,59.77272727272727,61.949999999999996,62.65,62.074999999999996,63.10833333333333,61.175000000000004,62.36666666666667,62.449999999999996,63.46666666666667,61.400000000000006,62.39166666666667,61.53333333333333,60.699999999999996,63.208333333333336,58.99166666666667,61.56666666666666,61.574999999999996,61.90833333333333,63.375,62.71666666666667,59.81666666666666,62.64166666666667,41.9,61.30833333333334
"BIG WATER, UT US",68.83,75.25454545454545,68.45555555555556,66.075,68.66666666666667,76.41818181818182,72.38333333333334,73.85000000000001,74.8,74.24166666666666,79.47777777777777,91.82000000000001,79.53333333333333,78.97777777777777,75.41,70.27272727272727,74.16363636363637,73.84545454545454,71.34,70.39999999999999,72.53636363636363,70.02499999999999,75.2909090909091,70.88333333333334,72.51666666666667,73.81818181818181,75.63636363636364,64.0375,76.45,73.36666666666666,70.06363636363636
"BIRDSEYE, UT US",48.36666666666667,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"BLACK CEDAR FILMORE 5 E UTAH, UT US",62.24166666666667,60.527272727272724,64.36363636363636,62.050000000000004,63.349999999999994,61.21666666666667,61.89090909090908,62.78333333333333,62.78333333333333,63.64166666666667,62.724999999999994,67.59,62.68333333333334,63.09166666666667,63.9,64.44166666666666,62.98333333333333,63.11666666666667,62.849999999999994,62.291666666666664,65.425,61.73333333333333,64.00833333333334,64.55,64.425,64.44166666666666,63.85833333333333,61.225,65.38333333333334,46.76666666666667,63.40833333333333
"BLACK FLAT U.M. CK, UT US",,,,,,,,,,,,,,,53.78333333333333,52.0,50.1,50.84166666666667,50.68333333333334,50.05833333333334,52.88333333333333,50.791666666666664,52.35833333333334,52.550000000000004,53.166666666666664,53.583333333333336,53.11666666666667,51.19166666666666,54.166666666666664,53.35833333333333,52.65833333333333
"BLACK ROCK, UT US",67.95833333333333,65.52499999999999,67.875,68.53333333333333,69.325,66.70833333333333,65.91666666666667,68.61666666666666,68.39999999999999,68.44166666666666,68.25833333333334,69.02499999999999,65.47500000000001,66.41666666666667,66.70833333333333,67.55,66.75,66.76666666666667,65.49166666666666,65.45833333333333,70.27499999999999,65.625,69.75833333333334,69.60000000000001,68.925,69.95,69.27499999999999,66.69166666666666,70.13333333333334,69.56666666666666,68.325
"BLACKS FORK COMMISSARY, UT US",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,44.3
"BLACKS FORK JCT, UT US",,,,,,,,,,,,,,,,,,,36.8,49.46666666666667,52.65833333333333,50.541666666666664,51.083333333333336,52.36666666666667,52.19166666666666,52.05833333333333,51.74166666666667,49.90833333333333,51.85,51.81666666666666,50.75
"BLACKTAIL UTAH, UT US",,,,,,,,,,,62.31428571428571,56.225,60.9,55.28333333333333,55.36666666666667,57.34166666666667,61.13333333333334,54.550000000000004,54.300000000000004,53.449999999999996,58.25,54.44166666666666,56.375,57.13333333333333,56.49166666666667,53.97777777777778,57.375,54.208333333333336,57.48333333333333,38.6,34.35
"BLANDING 0.3 WSW, UT US",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"BLANDING 26 SSW, UT US",,,,,,,,,,,,,,,,,,,65.75,69.61666666666666,72.61666666666666,69.56666666666666,63.86,,,,,,,,
"BLANDING 3.9 ENE, UT US",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"BLANDING, UT US",65.30833333333334,64.74166666666666,67.38333333333334,67.38333333333334,68.24166666666666,65.70833333333333,66.66666666666667,67.23333333333333,66.96666666666667,67.0,67.27499999999999,67.8,65.76666666666667,66.91818181818182,67.0,67.47500000000001,65.52499999999999,66.375,64.81666666666666,65.59166666666667,64.42,62.975,65.26666666666667,64.13333333333334,64.425,66.27499999999999,65.53333333333333,63.2,65.8,65.0,61.77
"BLOWHARD MOUNTAIN RADAR, UT US",41.766666666666666,41.425000000000004,43.48333333333333,42.68,45.90909090909091,47.790909090909096,45.375,50.166666666666664,51.69166666666666,50.45555555555555,49.458333333333336,47.3111111111111,43.010000000000005,39.93636363636364,28.25,,,,,,,,,,,,,,,,
"BLUFF 32 NW, UT US",,,,,,,,,,,,,,,,,,,58.25,61.63333333333333,64.68333333333332,61.291666666666664,55.04,,,,,,,,
"BLUFF, UT US",66.5,69.21666666666667,71.55454545454546,70.97500000000001,71.81666666666666,69.52499999999999,75.34,72.33333333333333,72.41666666666667,70.1,72.89090909090909,73.39999999999999,71.175,71.99166666666666,71.91666666666667,72.03333333333333,70.50833333333334,69.93636363636364,70.01666666666667,70.16666666666667,72.56666666666666,69.61666666666666,71.85833333333333,70.3,71.375,73.25,72.47500000000001,69.25,72.39166666666667,72.44166666666666,71.63333333333334
"BONANZA, UT US",67.03333333333333,27.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"BOTHWELL 0.9 ENE, UT US",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"BOTHWELL 2.6 WSW, UT US",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"BOULDER 1.3 NNW, UT US",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"BOULDER, UT US",61.15,59.59090909090909,62.90833333333333,63.775,65.04166666666667,61.94166666666666,60.9,63.875,64.28333333333333,63.333333333333336,64.25,63.08181818181818,61.83636363636364,60.21818181818182,60.36363636363637,61.42727272727273,60.59166666666667,60.75833333333333,58.81666666666667,59.93333333333334,62.90833333333333,59.86666666666667,62.55833333333334,61.43333333333334,61.75833333333333,64.02499999999999,62.78333333333333,59.25,63.51666666666666,62.824999999999996,60.77272727272727
"BOUNTIFUL 0.6 SW, UT US",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"BOUNTIFUL 0.8 SE, UT US",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"BOUNTIFUL 1.3 S, UT US",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"BOUNTIFUL 1.7 NE, UT US",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"BOUNTIFUL 2.0 SW, UT US",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"BOUNTIFUL BENCH, UT US",63.175000000000004,59.125,63.85833333333333,62.675000000000004,62.775,61.775,61.65833333333333,61.73333333333333,61.75833333333333,62.15,60.75833333333333,62.98333333333333,61.30833333333334,61.99166666666667,62.86666666666667,62.48333333333333,60.19166666666666,59.59166666666667,59.56666666666666,59.074999999999996,63.88333333333333,59.050000000000004,62.30833333333334,63.041666666666664,62.36666666666667,61.31666666666666,61.541666666666664,58.791666666666664,61.48333333333333,62.49166666666667,61.25
"BOUNTIFUL VAL VERDA, UT US",62.0,57.791666666666664,62.833333333333336,59.81818181818182,62.10833333333333,61.225,60.94166666666666,63.35,63.78333333333333,63.800000000000004,62.300000000000004,64.65,61.675000000000004,62.6,63.23333333333333,64.45833333333333,62.77272727272727,61.63333333333333,62.6,61.0,65.7,60.9,60.11666666666667,,,,,,,,
"BOX CREEK, UT US",,,,,,,,,,,,,,,48.739999999999995,50.40833333333333,48.46666666666667,48.725,47.175000000000004,46.75,45.69,47.13333333333333,49.550000000000004,49.324999999999996,49.51666666666667,50.1,49.65833333333333,47.625,50.34166666666667,49.725,49.25833333333333
"BRIAN HEAD, UT US",45.61666666666667,46.18333333333334,48.46363636363637,46.90833333333333,54.91428571428571,55.775,51.625,50.91818181818182,51.4,52.78888888888889,55.160000000000004,55.88333333333333,51.65,51.92,52.63000000000001,36.733333333333334,57.1,,,44.4,49.083333333333336,47.25,48.99166666666667,48.85,49.208333333333336,49.68333333333334,49.28333333333333,46.90833333333333,50.291666666666664,49.225,48.26666666666667
"BRIGHAM CITY 0.6 W, UT US",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"BRIGHAM CITY 1.2 N, UT US",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"BRIGHAM CITY 28 WNW, UT US",,,,,,,,,,,,,,,,39.349999999999994,58.675000000000004,57.59166666666667,58.00833333333333,57.375,62.51666666666666,57.69166666666666,61.041666666666664,62.150000000000006,60.550000000000004,60.05833333333334,61.13333333333333,57.458333333333336,60.6,61.75,59.949999999999996
"BRIGHAM CITY WASTE PLANT, UT US",65.43333333333334,60.27272727272727,65.95833333333333,63.81818181818182,65.2,60.06363636363637,62.65833333333333,63.14,56.875,59.65555555555555,61.6,64.81666666666666,61.71666666666667,64.88181818181819,62.94166666666666,64.08333333333333,63.08181818181818,58.32222222222222,60.89166666666667,60.26666666666667,65.24166666666666,60.225,63.875,65.125,63.9,63.791666666666664,64.45833333333333,61.30833333333334,64.45833333333333,65.22500000000001,63.43333333333334
"BRIGHTON, UT US",,,,,,,,,,,,,,,49.120000000000005,50.34166666666667,47.699999999999996,48.15833333333333,48.19166666666666,47.574999999999996,50.791666666666664,48.49166666666667,49.625,49.16363636363636,50.9,50.800000000000004,50.25833333333333,48.00833333333333,50.65833333333333,50.39166666666667,49.574999999999996
"BRIMSTONE RES. MILFORD 20 WSW, UT US",63.699999999999996,62.372727272727275,64.41666666666667,64.69166666666666,65.71666666666667,63.51666666666667,62.53333333333333,65.75833333333334,65.15,65.15833333333333,65.475,66.65833333333333,63.46666666666667,64.34166666666667,64.41666666666667,65.84166666666667,64.375,64.28333333333333,63.18333333333334,62.525,66.38333333333334,62.05833333333334,66.19166666666666,65.81666666666666,65.69166666666666,66.09166666666667,65.72500000000001,62.46666666666667,66.94166666666666,46.699999999999996,64.54166666666667
"BROWN DUCK, UT US",47.00833333333333,49.15555555555555,51.527272727272724,49.175000000000004,48.88333333333333,48.43333333333334,47.51666666666667,49.14166666666667,49.69166666666666,46.699999999999996,40.59166666666667,43.24166666666667,46.01666666666667,46.75833333333333,46.51666666666667,48.166666666666664,45.36666666666667,45.90833333333333,45.99166666666667,45.5,47.974999999999994,46.550000000000004,47.050000000000004,48.333333333333336,47.958333333333336,48.23333333333333,48.10833333333333,47.61666666666667,48.95,45.71666666666667,44.55833333333334
"BRUIN POINT SUNNYSIDE 6 NNE U, UT US",49.775,48.472727272727276,49.99166666666667,51.36363636363637,50.96666666666667,46.8625,48.375,50.65,50.949999999999996,51.06666666666666,50.89166666666667,52.666666666666664,50.0,50.975,51.65,52.39166666666667,50.40833333333334,50.775,50.225,50.050000000000004,54.1,51.73333333333333,50.699999999999996,50.875,50.78333333333333,51.48333333333333,51.025,48.46666666666667,51.90833333333333,33.199999999999996,46.010000000000005
